"","chromosome","position","p.value.none","p.value.all","p.value.sva","coefficient.none","coefficient.all","coefficient.sva"
"cg20631224","chr7",99934059,0.0330979353285381,0.00779916310529901,0.000184082606078754,0.00107305058602036,0.00132504398919951,0.00191907442797503
"cg05881762","chr15",25684849,0.000556759293561624,0.00182405278327917,0.000184551375909265,-0.0247049776233869,-0.0209714872203853,-0.0242344006323501
"cg23786580","chr7",43204506,0.527892620059163,0.902756310093783,0.000186762345832384,-0.00590145758532694,-0.00103325040951844,0.0435185009968126
"cg15052890","chr17",4636830,0.798534725240829,0.000717066766022445,0.000187038613125473,-0.00197142717238693,0.0109316222442187,0.00835466703285704
"cg15624311","chr13",109779925,0.294199087220386,0.991403098232883,0.000188499719855835,0.00516071913371677,-4.61518254880165e-05,0.0151040199409314
"cg23973524","chr19",18873222,1.62438515556622e-10,4.06376007111583e-11,0.00019247352240308,0.0516973654953368,0.048190106608656,0.0234749919483668
"cg13074055","chr14",106329206,2.24292081817534e-07,1.66715343010378e-06,0.000193469473066589,-0.0903897841796089,-0.0803384664492839,-0.0610424523103191
"cg01513913","chr14",106329158,3.30560451771689e-07,3.00959717182391e-06,0.000193577375175133,-0.0351251493538621,-0.0239358694255879,-0.0193621479822542
"cg04090604","chr21",46222557,0.000197238522902381,1.52258430733108e-05,0.00019675101319417,-0.0133365890955772,-0.0148243623627174,-0.0127812462960071
"cg06660530","chr20",61809911,0.404839881737033,0.207821154702008,0.000198206465014869,-0.00227678660512852,0.00266554723241476,0.00514819478060493
"cg01172766","chr7",2801732,0.000944975092378417,0.0015111826821662,0.000198669664963976,0.00758061769314006,0.00650540275692085,0.00730162115493698
"cg08835861","chr7",2158499,0.0610733459592701,0.235817115590927,0.000201268567531361,0.00609564278724499,0.00399009959097021,0.0102944068950935
"cg21446172","chr1",223745234,0.000565420829739552,0.000104821369119662,0.000201535487720127,-0.0212999368133738,-0.0210048323673885,-0.0165752517779113
"cg27519392","chr8",61778137,0.464503292256066,0.0468662677750627,0.000201984017704966,0.00625751581434438,0.00676398114085877,0.0121159311161964
"cg01465684","chr17",80113111,0.725596893170121,0.417568891763661,0.000202436337686512,0.000586733697526528,0.00141884680809379,0.00533120388728574
"cg10010533","chr11",82445170,0.000209411857291926,0.000693523771830542,0.00020336344419359,-0.0246504907630154,-0.0190181653707539,-0.0158880821735698
"cg21682210","chr1",95283241,0.000946011561228346,0.0120919818675957,0.000203552887937282,0.0277794462441852,0.0205619634605407,0.0251083601133401
"cg27545615","chr10",6249748,0.0301730031934284,0.0194952361087003,0.000205706076186987,-0.0279766458312043,-0.0139411552932442,-0.0188939672153137
"cg18435449","chr19",58095445,0.7533131029014,0.405694882945493,0.000205788085864659,-0.00136543358824301,0.00320261348899937,0.0125885773698863
"cg12671565","chr12",1904730,0.0201998873707555,0.0191279416594247,0.000209654650798772,-0.00667460204332863,-0.0068055872387295,-0.0110498448344324
"cg22239603","chr11",2690304,0.132224383646188,0.513874077907682,0.000210736778035221,0.0032906985289321,0.0013604944522314,0.00755295760833724
"cg19645639","chr1",113500384,0.894196069250788,0.312636027862201,0.000211786463915415,-0.00131256073040594,-0.00761410925300326,0.0239516110244273
"cg25198941","chr17",80454611,2.55124082535345e-06,1.11615269128821e-05,0.000213042537104029,0.02233058189527,0.0220024175508622,0.0140960289653502
"cg12992443","chr20",35093928,0.916088493919676,0.175349119907817,0.000216198906415449,0.000449182886686889,-0.00469322020181218,-0.0120571229952425
"cg14580211","chr5",150161299,4.76114372242109e-08,3.29123815763234e-12,0.000218617124084372,-0.0502049423695691,-0.0411422820562654,-0.0204649578966213
"cg22403782","chr2",233246136,0.00035899675195549,0.000908072855099328,0.000219678901288978,-0.0317498902510897,-0.02829891855443,-0.0278456633926244
"cg03707168","chr19",49379127,2.7438421439294e-05,1.41503173904253e-10,0.000221411800096092,-0.0408007414910392,-0.0361359618777215,-0.0186842958774774
"cg19031085","chr5",135228288,0.0750976179030291,0.0260911351586209,0.000223463895637192,0.0259680124411159,0.0308087808668787,0.0522333773836262
"cg21790851","chr13",73634643,0.292399876843037,0.862969202811261,0.000223992077287799,-0.0113440420241448,-0.000896369610208545,-0.0174323887115445
"cg14066773","chr19",2234262,0.0425878704468364,0.00183202932613911,0.000224726741855856,-0.0105590793969777,-0.00811815717224061,-0.00954307055787098
"cg08845721","chr5",142780693,0.246560054512689,0.0243855985088685,0.000230170356375754,-0.00284754437146324,-0.00487747745158773,-0.0083894250851613
"cg25814293","chr7",1883251,0.0690453663219584,0.131187083109453,0.000234729184984357,-0.0295148870768388,-0.0210144028693693,-0.0498776732558059
"cg19427338","chr2",42566455,8.52727799837632e-06,3.67976359923812e-08,0.000236621321575677,0.0273286609036264,0.0322177588179061,0.0227589751176244
"cg14123992","chr19",45407868,0.340560097463942,0.106831755043759,0.000237011745297592,0.00451602632442889,0.00723318014615038,0.0158641525119036
"cg17494199","chr13",106834942,0.664664336864293,0.162323124344164,0.0002374964385849,0.00334237085438812,0.0088159535894079,0.0229286409676045
"cg04514998","chr11",108680123,0.968782129939937,0.970669830923574,0.000241205434575176,0.000314781806312114,-0.000236328014159425,-0.0243395105827346
"cg08788681","chr16",58010056,0.0588954789891765,0.637038531597976,0.000243684955983039,0.00537109891215541,0.00107114978561711,0.00854458007342078
"cg10890925","chr8",1899468,0.0102180652859383,0.0289606518881471,0.000244202168249203,0.00899807782191888,0.00788426438365052,0.0146040365822766
"cg13227551","chr6",144011222,0.0174949306453366,0.00166174679670836,0.000244274855731848,0.0115209533516303,0.0154581843409839,0.015079598377157
"cg26257082","chr1",198906494,6.36384692711232e-08,0.000212759451602502,0.000246215365898008,-0.0135655644402425,-0.00891734692339622,-0.00885332078357848
"cg18384588","chr22",46463747,0.71720560271474,0.817861642076003,0.000247644429726481,0.000757836562977838,0.000463371186687933,0.00675319430144542
"cg25561762","chr13",20876028,0.0402271629053277,0.000762880410278593,0.000258323434440172,0.00828943125817202,0.0131021861742653,0.0134005239445095
"cg19927565","chr17",74023625,0.00409972317858031,0.0145108479469326,0.000258903674458816,-0.0238051930280706,-0.0208449524073645,-0.0371882381773733
"cg00829404","chr1",61362869,0.335350583533638,0.0596196093963816,0.000266914726011594,0.00535056517716816,0.0100712703551739,0.0147865662948385
"cg23992583","chr12",62108676,0.0377776804436028,0.155736669941178,0.000274430066067693,0.00509012355362737,0.0033390718988236,0.00808338454209821
"cg23149454","chr11",72380070,0.89499662748989,0.00442809581729294,0.000275385284202808,0.00112673567399694,-0.0105456268289976,-0.013640731165458
"cg21723029","chr19",11769640,0.0796591451785814,0.0715687743309052,0.000276008317554158,-0.0168507861159244,-0.0166660877923133,-0.0413302976399216
"cg17724147","chr4",58290751,0.161983459924222,0.0381865665468657,0.000276879253064889,0.0106817264176081,0.0148061684692662,0.0254320287488709
"cg22231602","chr1",241176676,0.480228197730537,0.750928746714941,0.000279236342277593,0.00732377690535489,-0.00319682082854867,0.0241847078932112
"cg07117087","chr16",85537336,0.412889532910688,0.166826330216567,0.000280449398231978,-0.00147923324808763,-0.00237525147948858,-0.00558548037181502
"cg09381022","chr4",120465302,6.35288729522312e-05,0.00169861591578769,0.000280781314318241,0.013470315834807,0.0101897002800876,0.00986956571001247
"cg01924448","chr9",14313043,0.0301434321080884,0.185335115609647,0.000280814627042372,-0.00993756607221557,-0.0044181392088128,-0.00792980310345317
"cg07285276","chr9",134613015,0.0109701111004358,6.17173164543816e-06,0.000288723094779723,-0.0172116041220499,-0.0223756516834509,-0.0155841090087746
"cg04866357","chr15",66794398,0.0590431100835838,0.560242750261749,0.000289059756743805,0.00874205383477973,0.0026215569769005,0.0165926113329359
"cg14357089","chr10",18550033,2.15102180535058e-06,6.94889359199198e-06,0.000293099042302867,-0.0605170595893836,-0.0470217034155295,-0.0401702541804361
"cg15347627","chr4",2941570,0.214513852060901,0.000447283178934849,0.000295439145084905,-0.00595550527957514,-0.0130641722881783,-0.013515959394911
"cg03991871","chr5",368447,4.27733273041099e-14,3.0568676726181e-15,0.000297055042487149,-0.0422349292535459,-0.041898181734525,-0.0225922294907161
"cg24720604","chr5",172982639,0.378829839055244,0.836612436232015,0.000298880853911883,0.00154292734464799,-0.000371464497452087,-0.00546370012931501
"cg12213680","chr6",24877462,0.137379440466195,0.00716148369127654,0.000303441210822364,0.00296156760783353,0.00403204206007979,0.00671656583396878
"cg08684535","chr16",88105596,0.769899094265898,0.191931199182438,0.000304364914925035,-0.000742676067887766,-0.00275003397566958,-0.00864127731434813
"cg13185177","chr3",194119885,1.13911775042804e-05,3.0557978725507e-08,0.000306053222209192,0.0515581049874681,0.057933491596896,0.0286343132144271
"cg04134748","chr1",3052175,0.00231362259177457,1.6869485554686e-05,0.000306148591465928,0.0431325033568586,0.050506843895531,0.0340728747910273
"cg21171320","chr9",73178360,0.0128747085802581,7.74965565101024e-06,0.00030862078352006,-0.0250064207459543,-0.0194133827471488,-0.0147965207976664
"cg23079012","chr2",8343710,2.3153285082472e-05,9.46229683632828e-07,0.000317479204235753,-0.00566697966420896,-0.00651535333721634,-0.00395413812220983
"cg01692968","chr9",108005349,1.11708180361217e-10,5.07068644083892e-11,0.000319288963221063,-0.0596468288360392,-0.0468487893175019,-0.0287114291551297
"cg14701962","chr1",162348010,0.5210961002151,0.155549379591133,0.000321519518673019,0.00385545845717207,-0.00584655863106611,-0.0135514446292158
"cg15428620","chr10",102792835,0.000185205586065664,0.00200713733367176,0.00032258074724061,-0.0177437736688709,-0.0114921403738988,-0.0104268491058228
"cg09072120","chr10",25242031,0.344412645075915,0.322482390386539,0.000327317997101464,-0.00327132192762619,0.00242175519101432,0.00879613289765335
"cg00382138","chr4",110723299,0.024410353706177,0.000183070417826819,0.000330200099648782,-0.0289337356536291,-0.0335902387385561,-0.027915140402968
"cg06945697","chr14",100055765,0.229882887974481,0.342726199646336,0.000331347481247152,0.0055881132257674,0.00430399181968981,-0.0153323946484674
"cg15068318","chr6",2958750,0.989749822664647,0.00674273305537409,0.000332042996097503,9.52276406936188e-05,0.010124346977195,0.0107856012128762
"cg20308351","chr7",3067980,0.133714722559846,0.122689610996817,0.000334615174352989,-0.0154109707444458,-0.0119609794187867,-0.0227162229471087
"cg22223001","chr8",1782850,0.000544051184910789,0.00169955462295526,0.00033527571583687,0.00518800381052734,0.00462302856656768,0.00573109201461692
"cg00451058","chr18",32820661,0.00381659423122602,0.000206656294270853,0.000338762653077035,0.00499778762229923,0.00604437511331459,0.00583325379046214
"cg15159987","chr19",17003890,0.0360717869634378,3.21196972429744e-05,0.000342457617307389,-0.0140074368025825,-0.0170108391635603,-0.0151656304872068
"cg01062937","chr16",88537260,6.35079403876795e-06,1.00098544322572e-09,0.000344159952751878,0.0156815717764992,0.0170539347133513,0.0110003827243552
"cg12678834","chr11",118753662,4.11768136477615e-08,1.89816568205383e-10,0.000344177419779586,-0.0269959979502171,-0.0233805228003198,-0.0124673617751241
"cg11557553","chr5",404996,1.64598957254129e-05,8.54002656967345e-05,0.000344418137039948,0.0202346771230737,0.0132742166507392,0.0116035022087587
"cg11948865","chr11",70333232,0.786662506677523,0.167999258555901,0.000345254957774987,0.00135029223040805,-0.00642487069382894,-0.0113723659392632
"cg25004427","chr5",326523,0.00693137774327948,0.00623348065216423,0.000349450750474611,0.0104701401355521,0.00924698581385655,0.0124620058065938
"cg18657389","chr17",74023630,0.0778208163984727,0.0297208536607546,0.00035132640270677,-0.0267486998734367,-0.0301028680104376,-0.0559357645038159
"cg22492099","chr15",43414974,0.0015346148212404,0.00234368863539801,0.000351902449349569,-0.00280583427948657,-0.00284289761737066,-0.00292077182672233
"ch.11.104864706F","chr11",105359496,1.09546235542792e-05,4.19112241722184e-05,0.000352051177774093,-0.0137031284455878,-0.0121064812470368,-0.0109174039158223
"cg02787917","chr2",175190821,0.264843826486478,0.833004389640396,0.000353981927002613,-0.00237601012126305,0.000329711766738982,-0.00536815616937846
"cg03550864","chr16",87970376,0.0257995686768422,0.0365304538567125,0.000354017792579176,0.00197041748327882,0.00186052623138449,0.00260260875357504
"cg24476033","chr19",6710658,0.0992626863773079,0.17351107750913,0.000354393858058494,-0.0305353787172731,-0.0239829868623878,-0.0668562179200859
"cg13916835","chr17",2078431,0.000164876051591466,0.000395785347390744,0.000355552469198464,-0.0292185467650984,-0.028714594723607,-0.0192849357096744
"cg02660097","chr11",68866761,0.919585582451836,0.403247136606457,0.000358673906448325,-0.00142749281716084,-0.0117309533678968,-0.0524179222122014
"cg26363039","chr12",1609549,0.00254871462679368,0.0184862355793383,0.000361121658636826,-0.0253141053726743,-0.0106175209013343,-0.0163404862686491
"cg22971191","chr13",103719706,0.0149402117468506,0.0018230691803557,0.000364397570528571,-0.0113122776841075,-0.0143128451903065,-0.0157148626481126
"cg08972170","chr7",30185776,0.000196872836768066,2.96768962352819e-08,0.000367994149604172,0.0384491652602821,0.0506382976308525,0.0270752534537851
"cg02837122","chr6",35490787,0.12050364324661,0.0609110733577121,0.000369244249896334,0.000844994488837019,0.00103249873627304,0.00213071018791113
"cg10687107","chr8",67454667,0.00329651540796613,0.0100305282205813,0.000371168308926406,-0.0276316347131382,-0.0216824638278442,-0.0240909939837157
"cg08198983","chr5",143980085,0.0447233375456352,0.507458576518655,0.000372937023187681,0.00898276287530934,0.00246897610534675,0.0106381108410948
"cg16845623","chr3",161090978,0.409374269932582,0.00124188271135545,0.000373830868865307,0.00739773300165235,0.016489413509622,0.0152598991369057
"cg01496696","chr7",157811864,0.520349618680607,0.481918753556944,0.000374424287125067,0.0057746450331992,0.00567756636987629,0.0231895990690534
"cg22522066","chr19",38754726,0.265531439942563,0.209071688771974,0.000374449064981077,-0.00456095838899769,0.00287162801178146,0.00763961316928899
"cg12513616","chr5",177370977,2.21680753057572e-12,7.68958826876774e-11,0.000375423894912507,-0.0343586286451348,-0.0329461225538275,-0.0149524029915584
"cg18377014","chr7",1095595,0.543277218961552,0.0499982176426885,0.000379502957109042,-0.00420249740031652,0.00671161404533518,0.0076997653180543
"cg25560398","chr2",233252170,1.97040299862892e-05,6.74773997051532e-07,0.000379946004712014,-0.0145495256287573,-0.0160511247713649,-0.0101816330865456
"cg19276343","chr1",41303922,0.000641452140105795,9.9115259783393e-05,0.000440226818810162,-0.032175217506576,-0.0341474911885071,-0.0282118509259156
"cg10399946","chr6",33242016,0.117045512428057,2.33117171769402e-05,0.000467007053489809,-0.0101600316919762,-0.0180410494471991,-0.0125760274419663
"cg03188382","chr2",233245886,2.1416508749809e-05,6.31886897094108e-05,0.000473377478785773,-0.0245276869739747,-0.023796320787659,-0.02092155231837
"cg22862767","chr2",154343870,2.08704024310853e-07,6.00512073647486e-05,0.000476895472341025,0.0189887338355805,0.0157417313212422,0.0133950311272242
"cg11071448","chr1",202584465,7.59330085187996e-05,1.08329075874162e-05,0.000476990068643015,-0.0481163607070051,-0.0362349425085063,-0.0244438686297
"cg21741708","chr8",143206559,0.000340833819446163,4.18235265886932e-05,0.000504895718186214,0.0296145710206055,0.0326855311111426,0.0318972506617833
"cg22356527","chr5",374425,0.000894129215776742,7.84825972015506e-06,0.000510651936358568,0.0121175489639554,0.0145513434346904,0.0104736091464907
"cg00310412","chr15",74724918,1.28763667789337e-07,1.2862994312456e-12,0.000524224690204124,-0.0271446122140267,-0.0296146952533894,-0.0124189889100753
"cg05656688","chr1",25254088,0.825326811277216,4.31555994840928e-05,0.000552801083565763,-0.00250269131089848,-0.021564021413519,-0.0187351904182031
"cg07578772","chr3",150420821,0.00666718328978303,0.000159699072890339,0.000568118308552212,0.0244811108267459,0.0222258093026724,0.0213900022424018
"cg17651972","chr12",57620054,0.793501418468577,0.000180007293535781,0.000589213302142369,0.00233927081200477,0.0172797008356018,0.0154526752812569
"cg23230929","chr2",87883547,0.00311205317336249,3.32345758138184e-07,0.000593878061696143,0.0172517184648653,0.0228930669763477,0.0148192242952742
